sentence	label
what 's missing in murder by numbers is any real psychological grounding for the teens ' deviant behaviour .	0
it 's fun , but it 's a real howler .	1
a grand fart coming from a director beginning to resemble someone 's crazy french grandfather .	0
told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject .	0
it 's a treat watching shaw , a british stage icon , melting under the heat of phocion 's attentions .	1
the determination of pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director patricio guzman 's camera , pack a powerful emotional wallop .	1
it 's so devoid of joy and energy it makes even jason x ... look positively shakesperean by comparison .	0
enjoyably dumb , sweet , and intermittently hilarious -- if you 've a taste for the quirky , steal a glimpse .	1
return to never land is much more p.c. than the original version -lrb- no more racist portraits of indians , for instance -rrb- , but the excitement is missing .	0
leguizamo and jones are both excellent and the rest of the cast is uniformly superb .	1
sensual , funny and , in the end , very touching .	1
between them , de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season .	1
if not a home run , then at least a solid base hit .	1
a manically generous christmas vaudeville .	1
a fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman .	1
we have poignancy jostling against farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except , maybe , that it looks neat .	0
the powerpuff girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .	1
its initial excitement settles into a warmed over pastiche .	0
more good than great but freeman and judd make it work .	1
read my lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .	1
a little weak -- and it is n't that funny .	0
director elie chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?	0
rubbo runs through a remarkable amount of material in the film 's short 90 minutes .	1
the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed .	1
so purely enjoyable that you might not even notice it 's a fairly straightforward remake of hollywood comedies such as father of the bride .	1
it should have stayed there .	0
working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .	1
there are no special effects , and no hollywood endings .	1
it should be doing a lot of things , but does n't .	0
even on its own ludicrous terms , the sum of all fears generates little narrative momentum , and invites unflattering comparisons to other installments in the ryan series .	0
an uncluttered , resonant gem that relays its universal points without lectures or confrontations . '	1
a truly wonderful tale combined with stunning animation .	1
... there 's enough cool fun here to warm the hearts of animation enthusiasts of all ages .	1
evokes the 19th century with a subtlety that is an object lesson in period filmmaking .	1
an ambitious movie that , like shiner 's organizing of the big fight , pulls off enough of its effects to make up for the ones that do n't come off .	1
its plot and animation offer daytime tv serviceability , but little more .	0
the performances are so overstated , the effect comes off as self-parody .	0
storytelling feels slight .	0
an inventive , absorbing movie that 's as hard to classify as it is hard to resist .	1
starts off witty and sophisticated and you want to love it -- but filmmaker yvan attal quickly writes himself into a corner .	0
diane lane 's sophisticated performance ca n't rescue adrian lyne 's unfaithful from its sleazy moralizing .	0
beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .	1
